,Date,GameID,Season,M/F,Team1,Team2,Score1,Score2,Player1Team1,Player2Team1,Player3Team1,Player4Team1,Player5Team1,Player6Team1,Player7Team1,Player8Team1,Player9Team1,Player10Team1,Player11Team1,Player12Team1,Player13Team1,Player14Team1Player1Team2,Player2Team2,Player3Team2,Player4Team2,Player5Team2,Player6Team2,Player7Team2,Player8Team2,Player9Team2,Player10Team2,Player11Team2,Player12Team2,Player13Team2,Player14Team2,Player14Team1,Player1Team2
146,2019/14/11,1032.0,2019/2020,M,SWD powervolleys DÜREN,WWK Volleys Herrsching,0,3,Broshog Tim,Bann Blair,Brandt Niklas,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,-,-,-,,Stöhr Tim,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Engelmann Linus,Mantha Jori Alexander,Penrose Jalen,Tuia Samuele,Sagstetter Benedikt,-,-,-,Ilic Dorde
147,2021/02/13,2114.0,2020/2021,F,Schwarz-Weiß Erfurt,Dresdner SC,0,3,Grechanaia Anastasiia,Palmer Madeline,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Merte Franca,-,,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Stemmler Lydia,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,Straube Sarah,-,-,Dürr Lenka
148,2020/12/12,2055.0,2020/2021,F,SC Potsdam,Rote Raben Vilsbiburg,1,3,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Stautz Antonia,Speech Symone,Ruddins Lindsey,STIRIZ Sarah,Erzen Darja,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Guilliams Jodie,-,-,-,-,-,Dammer Simona
149,2020/11/25,2125.0,2020/2021,F,Allianz MTV Stuttgart,VC Wiesbaden,3,0,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,-,-,,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,No Match,-,-,-,-,Schultz Pauline
150,2020/10/24,1008.0,2020/2021,M,VC Wiesbaden,United Volleys Frankfurt,3,0,Keturakis Byron,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,-,,Baxpöhler Noah,Bierwisch Ben,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Quiroga Rodrigo,Valkiers Matthias,Lauter Philipp,Hüger Linus,-,-,-,Tsuiki Satoshi
151,2019/11/13,2032.0,2019/2020,F,Ladies in Black Aachen,SC Potsdam,1,3,Agbortabi Vanessa,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,-,-,-,,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,Emonts Laura,-,-,-,Nichol Valerie
152,2020/01/29,2089.0,2019/2020,F,SSC Palmberg Schwerin,Rote Raben Vilsbiburg,3,0,Szakmáry Greta,Barber Nele,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Jatzko Romy,Schölzel Marie,,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Taylor Nikki Leialoha,Guilliams Jodie,Hernandez Ramos Alba R,-,-,-,Przybylak Daria
153,2020/11/20,1213.0,2020/2021,M,VCO Berlin,WWK Volleys Herrsching,1,3,Kersting Maximilian,Eckardt Moritz,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,Hoyer Julian,John Filip,Djifa Amedegnato,Hüther Franz,Schulz Max,Reusch Johann,Breburda Jan,,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Kaminski Jonas,Ferch Iven Fietje,Mantha Jori Alexander,Wieczorek David Matthew,-,-,-,-,-,-,Ilic Dorde
154,2020/10/24,2022.0,2020/2021,F,SC Potsdam,Schwarz-Weiß Erfurt,3,1,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Stautz Antonia,Speech Symone,Ruddins Lindsey,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,-,-,,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Stauß Mia Anna,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Cole Madelyn,-,-,-,Palmer Madeline
155,2020/02/08,1100.0,2019/2020,M,Netzhoppers KW-Bestensee,United Volleys Frankfurt,0,3,Herr Luke Thomas A.,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,-,-,,Gommans Ewoud,No Match,van Rekom Floris,Henning Paul,Engelmann Linus,Yanagida Masahiro,No Match,Brand Tobias,Luther Doreen,Schumann Philipp,No Match,Valkiers Matthias,No Match,-,Toman Urban
156,2020/12/27,,2020/2021,F,VC Wiesbaden,USC Münster,2,3,Schultz Pauline,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Rodwald Laura,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,Mohr Pia,Kirchhoff Mia,-,-,Bock Linda
157,2021/02/20,2119.0,2020/2021,F,VfB Suhl LOTTO Thüringen,Ladies in Black Aachen,3,0,Genitsaridi Maria,Harbin Danielle,Müller Sabrina,Meis Lisanne,Boom Dagmar,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,-,-,-,,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Herelova Nina,Cesar Annie,Schwertmann Leonie,-,-,-,-,Hindriksen Mareike
158,2020/10/24,2021.0,2020/2021,F,Ladies in Black Aachen,VC Wiesbaden,2,3,Hindriksen Mareike,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Herelova Nina,Cesar Annie,-,-,-,,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,-,-,-,-,Schultz Pauline
159,2020/25/01,1079.0,2020/2021,M,VfB Friedrichshafen,SVG Lüneburg,3,1,Worsley Joseph,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,-,,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,Thole Konrad,-,-,-,Koslowsky Tyler
160,2021/01/23,1064.0,2020/2021,M,Helios GRIZZLYS Giesen,BERLIN RECYCLING Volleys,2,3,Eshenko Pearson,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,-,-,,Moraes Davy,Michelucci Renan,Grankin Sergey,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Kaliberda Denys,Carbonera Éder,Pujol Pierre,-,-,Kowalski Adam
161,2020/12/19,2061.0,2020/2021,F,Dresdner SC,Rote Raben Vilsbiburg,3,1,Dürr Lenka,Cyris Emma,Janiska Jennifer,Stöckmann Sina,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Crittenden Naya,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Guilliams Jodie,Hart Alexis,-,-,-,-,Dammer Simona
162,2021/01/24,1205.0,2020/2021,M,Helios GRIZZLYS Giesen,VCO Berlin,3,0,Eshenko Pearson,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,-,-,,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,Hoyer Julian,John Filip,Lind Jonas,Hüther Franz,Schulz Max,Just Maximilian,Reusch Johann,Breburda Jan,Brentel Jannik,-,Eckardt Moritz
163,2020/10/24,1009.0,2020/2021,M,SVG Lüneburg,Volleyball Bisons Bühl,1,3,Koslowsky Tyler,Dervisaj Leon,Ewert Jordan,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Krage Florian,Schlien Michel,-,-,-,-,,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,-,-,Szabó Alpár
164,2019/12/07,2050.0,2019/2020,F,Ladies in Black Aachen,VfB Suhl LOTTO Thüringen,3,0,Agbortabi Vanessa,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,-,-,-,,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Michel Tosi Victoria,Agost Taylor,Ciganikova Simona,-,-,-,-,-,Patockova Tereza
165,2021/02/03,1043.0,2020/2021,M,Netzhoppers KW-Bestensee,Helios GRIZZLYS Giesen,3,2,Keturakis Byron,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,-,,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,Kapur Milorad,-,-,-,Eshenko Pearson
166,2020/02/22,2105.0,2019/2020,F,Ladies in Black Aachen,Allianz MTV Stuttgart,0,3,Agbortabi Vanessa,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,-,-,-,,No Match,Schweigmann Janna,No Match,Cesar Annie,No Match,Speech Symone,Gray Jenna,Jegdic Aleksandra,No Match,Rivers Krystal,No Match,No Match,No Match,-,Koskelo Roosa
167,2019/10/12,2010.0,2019/2020,F,SC Potsdam,NawaRo Straubing,3,0,Nichol Valerie,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,,Stöhr Tim,Meis Lisanne,Lovo Steinsvag Oda,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Gryka Magdalena,-,-,-,-,-,Steen Knudsen Ragni
168,2019/10/23,2014.0,2019/2020,F,Dresdner SC,Ladies in Black Aachen,2,3,Dürr Lenka,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,Bernard Manon,-,-,-,-,Agbortabi Vanessa
169,2019/12/07,2052.0,2019/2020,F,SC Potsdam,Rote Raben Vilsbiburg,3,0,Nichol Valerie,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Taylor Nikki Leialoha,Guilliams Jodie,Hernandez Ramos Alba R,-,-,-,Przybylak Daria
170,2021/01/09,2080.0,2020/2021,F,SSC Palmberg Schwerin,NawaRo Straubing,3,0,Szakmáry Greta,Stoltenborg Femke,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,-,-,-,,Oiwoh Noemi Laureen,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,Provaroni Claudia
171,2020/12/19,1202.0,2020/2021,M,SWD powervolleys DÜREN,VCO Berlin,3,1,Batanov Ivan,Broshog Tim,Schumann Philipp,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Laumann Neo,Kocian Tomas,-,,Hosch Tobias,Möller Onno,Röhrs Erik,Hoyer Julian,John Filip,Lind Jonas,Hüther Franz,Schulz Max,Just Maximilian,Breburda Jan,Brentel Jannik,-,-,-,Eckardt Moritz
172,2020/11/11,2029.0,2020/2021,F,Ladies in Black Aachen,SSC Palmberg Schwerin,3,2,Hindriksen Mareike,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Herelova Nina,Cesar Annie,-,-,-,,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,Ambrosius Lea,-,-,Szakmáry Greta
173,2020/29/01,2087.0,2020/2021,F,VC Wiesbaden,Allianz MTV Stuttgart,0,3,Oud Nynke,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Welsch Laurenz,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,-,-,-,,Lohuis Juliët,Cesar Annie,No Match,Speech Symone,Rosenthal Jenna,Jegdic Aleksandra,No Match,Janiska Jennifer,Berger Lara,No Match,No Match,-,-,-,Koskelo Roosa
174,2021/01/21,1031.0,2020/2021,M,Volleyball Bisons Bühl,VfB Friedrichshafen,0,3,Szabó Alpár,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,-,-,-,,Aylsworth Avery,Engelmann Linus,Mote Nehemiah,Juhkami Martti,Balean Rares,No Match,Böhme Marcus,No Match,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,Marechal Nicolas,-,-,Worsley Joseph
175,2019/10/30,2023.0,2019/2020,F,Rote Raben Vilsbiburg,SSC Palmberg Schwerin,2,3,Przybylak Daria,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Hötschl Paula,Taylor Nikki Leialoha,Guilliams Jodie,Hoyer Julian,,Barber Nele,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Jatzko Romy,Schölzel Marie,Ambrosius Lea,-,Szakmáry Greta
176,2019/11/13,1033.0,2019/2020,M,BERLIN RECYCLING Volleys,SVG Lüneburg,3,0,Kowalski Adam,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Le Goff Nicolas,-,,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,Thole Konrad,-,-,-,Koslowsky Tyler
177,2020/11/15,1206.0,2020/2021,M,Netzhoppers KW-Bestensee,VCO Berlin,3,0,Keturakis Byron,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,-,,Eckardt Moritz,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,Hoyer Julian,Amedegnato Djifa Julien,Hüther Franz,Schulz Max,Just Maximilian,Reusch Johann,Breburda Jan,Brentel Jannik,-,Kersting Maximilian
178,2020/02/22,1103.0,2019/2020,M,Netzhoppers KW-Bestensee,SVG Lüneburg,3,1,Herr Luke Thomas A.,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,-,-,,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,No Match,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,Thole Konrad,-,-,Koslowsky Tyler
179,2021/01/16,1059.0,2020/2021,M,VC Wiesbaden,SVG Lüneburg,0,3,Keturakis Byron,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,-,,Ewert Jordan,van Solkema Gijs,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Solbrig Dalton,Krage Florian,Schlien Michel,Thole Konrad,-,-,-,Koslowsky Tyler
180,2019/11/13,2034.0,2019/2020,F,SSC Palmberg Schwerin,USC Münster,3,0,Szakmáry Greta,Barber Nele,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Jatzko Romy,Schölzel Marie,,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Reusch Johann,-,-,-,-,-,Bock Linda
181,2019/23/10,2017.0,2019/2020,F,VC Wiesbaden,SC Potsdam,2,3,Oud Nynke,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Welsch Laurenz,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,-,-,,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,Emonts Laura,-,-,-,-,Nichol Valerie
182,2020/12/05,2049.0,2020/2021,F,SC Potsdam,NawaRo Straubing,0,3,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Stautz Antonia,Speech Symone,Ruddins Lindsey,Erzen Darja,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,-,,Oiwoh Noemi Laureen,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Szaboova Sandra,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,Provaroni Claudia
183,2021/01/23,1061.0,2020/2021,M,United Volleys Frankfurt,SWD powervolleys DÜREN,0,3,Imhoff Facundo,Tsuiki Satoshi,Baxpöhler Noah,Reinhardt Jonas,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Dervisaj Leon,Quiroga Rodrigo,-,-,,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,Deshane Jordan,-,-,Batanov Ivan
184,2020/18/01,1078.0,2020/2021,M,VfB Friedrichshafen,Volleyball Bisons Bühl,3,0,Worsley Joseph,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,-,,Stöhr Tim,Thiel Stefan,Goralik Yannick,Maase Lukas,Vaskelis Edvinas,Petty Gregory,Roatta Sebastian,Lohmann Elisa,Schmidgall Mario,Qafarena Anton,Malcher Moritz,-,-,-,Szabó Alpár
185,2019/10/23,2015.0,2019/2020,F,USC Münster,VfB Suhl LOTTO Thüringen,3,0,Bock Linda,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,-,-,,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Michel Tosi Victoria,Valkova Katerina,Agost Taylor,Ciganikova Simona,-,-,-,-,Patockova Tereza
186,2020/11/28,1027.0,2020/2021,M,WWK Volleys Herrsching,Volleyball Bisons Bühl,3,1,Ilic Dorde,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Welsch Laurenz,Mantha Jori Alexander,Tille Johannes,-,-,,Stöhr Tim,Thiel Stefan,Lind Jonas,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,-,Szabó Alpár
187,2020/02/26,2112.0,2019/2020,F,NawaRo Straubing,SSC Palmberg Schwerin,0,3,Steen Knudsen Ragni,Stöhr Tim,Jatzko Romy,Lovo Steinsvag Oda,Turla Sofia,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Dreblow Sophie,-,-,,Barber Nele,Lohmann Elisa,Pogany Anna,Wong-Orantes Justine,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Schölzel Marie,-,-,-,Szakmáry Greta
188,2020/10/17,1005.0,2020/2021,M,United Volleys Frankfurt,SVG Lüneburg,1,3,Tsuiki Satoshi,Baxpöhler Noah,Bierwisch Ben,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Molzen Kjell Christian,Valkiers Matthias,Lauter Philipp,-,-,,Dervisaj Leon,Ewert Jordan,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Solbrig Dalton,Krage Florian,Schlien Michel,Thole Konrad,-,-,-,Koslowsky Tyler
189,2020/03/12,1122.0,2019/2020,M,Helios GRIZZLYS Giesen,Helios GRIZZLYS Giesen,3,0,Ringseis Florian,Richards Jordan Benjamin,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Shavrak Dmytro,Stalekar Saso,Siirilä Tommi Juhani,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,-,,Wagner Hauke,No Match,No Match,Röling Jan,No Match,Busch Amelie,No Match,Schippmann Timon,No Match,Kvrzic Milan,Kapur Milorad,-,-,-,Petter Michelle
190,2020/11/21,2038.0,2020/2021,F,VfB Suhl LOTTO Thüringen,NawaRo Straubing,3,0,Harbin Danielle,Müller Sabrina,Meis Lisanne,Boom Dagmar,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,-,-,-,,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,-,Provaroni Claudia
