,Date,GameID,Season,M/F,Team1,Team2,Score1,Score2,Player1Team1,Player2Team1,Player3Team1,Player4Team1,Player5Team1,Player6Team1,Player7Team1,Player8Team1,Player9Team1,Player10Team1,Player11Team1,Player12Team1,Player13Team1,Player14Team1Player1Team2,Player2Team2,Player3Team2,Player4Team2,Player5Team2,Player6Team2,Player7Team2,Player8Team2,Player9Team2,Player10Team2,Player11Team2,Player12Team2,Player13Team2,Player14Team2,Player14Team1,Player1Team2
332,2020/12/12,2009.0,2020/2021,F,VC Wiesbaden,NawaRo Straubing,3,0,Schultz Pauline,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Rodwald Laura,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,-,-,,Oiwoh Noemi Laureen,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,-,Provaroni Claudia
333,2021/01/28,1035.0,2020/2021,M,United Volleys Frankfurt,Helios GRIZZLYS Giesen,3,2,Imhoff Facundo,Tsuiki Satoshi,Baxpöhler Noah,Reinhardt Jonas,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Dervisaj Leon,Quiroga Rodrigo,-,-,,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,Kapur Milorad,-,-,-,Eshenko Pearson
334,2019/11/09,1029.0,2019/2020,M,TSV Unterhaching,SWD powervolleys DÜREN,0,3,Jarvis Jared,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Tille Johannes,Apfelbach Karl,-,-,,Zachrich Jaromir,Schumann Philipp,Bann Blair,Brandt Niklas,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,Kocian Tomas,-,-,Broshog Tim
335,2020/12/19,2064.0,2020/2021,F,Schwarz-Weiß Erfurt,USC Münster,3,2,Palmer Madeline,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,-,-,-,-,,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,Mohr Pia,-,-,-,Bock Linda
336,2021/01/20,2060.0,2020/2021,F,Dresdner SC,SSC Palmberg Schwerin,3,0,Dürr Lenka,Cyris Emma,Janiska Jennifer,Stigrot Lena,Storck Maja,Crittenden Naya,Linke Lena,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,-,,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,Ambrosius Lea,-,-,Szakmáry Greta
337,2021/01/02,2075.0,2020/2021,F,VC Wiesbaden,NawaRo Straubing,1,3,Schultz Pauline,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,-,-,,Oiwoh Noemi Laureen,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,Provaroni Claudia
338,2020/22/02,1108.0,2020/2021,M,VfB Friedrichshafen,Helios GRIZZLYS Giesen,3,1,Worsley Joseph,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Gjorgiev Nikola,-,-,,Richards Jordan Benjamin,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Shavrak Dmytro,Stalekar Saso,Siirilä Tommi Juhani,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,Malescha Daniel,-,-,Ringseis Florian
339,2019/10/23,1013.0,2019/2020,M,SVG Lüneburg,VfB Friedrichshafen,1,3,Koslowsky Tyler,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,-,-,,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,Schmidt Brendan,-,-,Worsley Joseph
340,2019/12/07,2054.0,2019/2020,F,NawaRo Straubing,USC Münster,2,3,Steen Knudsen Ragni,Lovo Steinsvag Oda,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Turla Sofia,-,-,-,-,-,,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Reusch Johann,-,-,-,Bock Linda
341,2020/02/01,1087.0,2019/2020,M,TSV Unterhaching,BERLIN RECYCLING Volleys,0,3,Jarvis Jared,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Tille Johannes,Apfelbach Karl,-,-,,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Le Goff Nicolas,Pujol Pierre,-,-,Kowalski Adam
342,2019/12/10,1005.0,2019/2020,M,VfB Friedrichshafen,WWK Volleys Herrsching,3,0,Worsley Joseph,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Günthör Jakob,Steuerwald Markus,Gjorgiev Nikola,-,,Peta Mircea Paul,Sagstetter Jonas,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,Knauer Marko Julian,Antony Carlos,Sagstetter Jonas,-,Filho Roosewelt
343,2020/02/09,2100.0,2019/2020,F,USC Münster,SSC Palmberg Schwerin,0,3,Bock Linda,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,-,-,,Barber Nele,Lohmann Elisa,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Schölzel Marie,Ambrosius Lea,-,Szakmáry Greta
344,2019/12/01,2046.0,2019/2020,F,SSC Palmberg Schwerin,NawaRo Straubing,3,0,Szakmáry Greta,Barber Nele,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Jatzko Romy,Schölzel Marie,,Stöhr Tim,Lovo Steinsvag Oda,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Turla Sofia,Gryka Magdalena,-,-,-,-,-,Steen Knudsen Ragni
345,2020/02/09,1097.0,2019/2020,M,TSV Unterhaching,WWK Volleys Herrsching,3,1,Jarvis Jared,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Tille Johannes,Apfelbach Karl,-,-,,Sagstetter Jonas,Watanabe Shunsuke,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,Antony Carlos,-,-,-,-,Filho Roosewelt
346,2020/11/14,2033.0,2020/2021,F,SC Potsdam,VC Wiesbaden,3,1,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Stautz Antonia,Speech Symone,Ruddins Lindsey,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,-,-,,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Rodwald Laura,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,Hötschl Paula,-,-,-,Schultz Pauline
347,2019/10/05,2003.0,2019/2020,F,USC Münster,Allianz MTV Stuttgart,1,3,Bock Linda,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,-,-,,No Match,Schweigmann Janna,Lohuis Juliët,No Match,Cesar Annie,No Match,Rosenthal Jenna,Jegdic Aleksandra,No Match,Rivers Krystal,Janiska Jennifer,Berger Lara,No Match,-,No Match
348,2020/10/31,1057.0,2020/2021,M,SWD powervolleys DÜREN,VfB Friedrichshafen,3,0,Batanov Ivan,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,,Mote Nehemiah,Lopez Tomas,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Böhme Marcus,Weber Linus,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,Marechal Nicolas,-,Worsley Joseph
349,2020/07/03,2124.0,Off-Season,F,SC Potsdam,SSC Palmberg Schwerin,3,2,Nichol Valerie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,-,,Barber Nele,Lohmann Elisa,Pogany Anna,Wong-Orantes Justine,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Schölzel Marie,Ambrosius Lea,-,Szakmáry Greta
350,2021/01/10,1209.0,2020/2021,M,United Volleys Frankfurt,VCO Berlin,3,0,Imhoff Facundo,Tsuiki Satoshi,Urban Melf,Baxpöhler Noah,Reinhardt Jonas,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Dervisaj Leon,Quiroga Rodrigo,-,,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,John Filip,Lind Jonas,Hüther Franz,Schulz Max,Just Maximilian,Kvrzic Milan,Reusch Johann,Breburda Jan,Brentel Jannik,-,Eckardt Moritz
351,2021/02/20,2117.0,2020/2021,F,Dresdner SC,VC Wiesbaden,3,0,Dürr Lenka,Cyris Emma,Janiska Jennifer,Strubbe Monique,Hentz Morgan,Stigrot Lena,Storck Maja,Gray Jenna,Lieb Lina-Marie,Gates Madeleine,Weitzel Camilla,-,-,,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,Hötschl Paula,-,-,-,Schultz Pauline
352,2020/02/01,1088.0,2019/2020,M,SVG Lüneburg,WWK Volleys Herrsching,0,3,Koslowsky Tyler,van Solkema Gijs,Ronkainen Antti,Dervisaj Leon,Lindberg Viktor,Pörner Jannik,Brehme Anton,Scheerhoorn Blake,Krage Florian,Michelau Michael,Schlien Michel,-,-,,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Mantha Jori Alexander,Penrose Jalen,Sagstetter Benedikt,-,-,-,-,-,-,No Match
353,2021/02/06,2105.0,2020/2021,F,SSC Palmberg Schwerin,VC Wiesbaden,3,1,Szakmáry Greta,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,-,,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,-,-,-,-,-,Schultz Pauline
354,2021/02/10,1050.0,2020/2021,M,SVG Lüneburg,United Volleys Frankfurt,3,0,Koslowsky Tyler,Ewert Jordan,van Solkema Gijs,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Krage Florian,-,-,-,-,,Tsuiki Satoshi,Baxpöhler Noah,Reinhardt Jonas,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Dervisaj Leon,Hüger Linus,-,-,-,-,Imhoff Facundo
355,2021/01/30,2100.0,2020/2021,F,USC Münster,VfB Suhl LOTTO Thüringen,3,0,Bock Linda,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Kildau Erika,-,-,,Harbin Danielle,Müller Sabrina,Meis Lisanne,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,Genitsaridi Maria
356,2020/03/07,2126.0,2019/2020,F,Ladies in Black Aachen,Schwarz-Weiß Erfurt,3,1,Agbortabi Vanessa,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,-,-,-,,Pickrell Cassidy,Amaro Halli,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Stauß Mia Anna,Brisebois Danielle,Maase Rica,Pettke Jennifer,Flory Lindsay,Werner Bianka,Dapic Barbara,-,Sagardia Clarisa
357,2019/10/27,1019.0,2019/2020,M,WWK Volleys Herrsching,Helios GRIZZLYS Giesen,3,0,Filho Roosewelt,Peta Mircea Paul,Sagstetter Jonas,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,Knauer Marko Julian,Antony Carlos,,No Match,Wagner Hauke,Mayaula Nzeza Magloire,No Match,Röling Jan,No Match,No Match,Schippmann Timon,No Match,Kvrzic Milan,Kapur Milorad,-,-,-,Petter Michelle
358,2021/02/13,1080.0,2020/2021,M,Helios GRIZZLYS Giesen,United Volleys Frankfurt,2,3,Eshenko Pearson,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,-,-,,Tsuiki Satoshi,Baxpöhler Noah,Reinhardt Jonas,Grozer Tim,Schöps Jochen,Malescha Daniel,Günthör Jakob,Schmidgall Mario,Dervisaj Leon,Hüger Linus,-,-,-,-,Imhoff Facundo
359,2020/11/21,1021.0,2020/2021,M,Volleyball Bisons Bühl,Helios GRIZZLYS Giesen,2,3,Stöhr Tim,Thiel Stefan,Lind Jonas,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Röhrs Erik,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,Kapur Milorad,-,-,-,Eshenko Pearson
360,2019/30/11,2043.0,2019/2020,F,VfB Suhl LOTTO Thüringen,Allianz MTV Stuttgart,0,3,Patockova Tereza,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Michel Tosi Victoria,Agost Taylor,-,-,-,-,,Lohuis Juliët,Cesar Annie,No Match,Rosenthal Jenna,Jegdic Aleksandra,No Match,Rivers Krystal,Janiska Jennifer,Berger Lara,No Match,No Match,-,-,-,Koskelo Roosa
361,2020/11/28,2047.0,2020/2021,F,Allianz MTV Stuttgart,Ladies in Black Aachen,3,1,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Berger Lara,Mlejnkova Michaela,-,-,-,,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Herelova Nina,Cesar Annie,Schwertmann Leonie,-,-,-,-,Hindriksen Mareike
362,2020/10/03,2123.0,2020/2021,F,VC Wiesbaden,USC Münster,1,3,Oud Nynke,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,Fach Chiara,-,-,,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Reusch Johann,-,-,-,Bock Linda
363,2020/10/31,2025.0,2020/2021,F,SC Potsdam,VfB Suhl LOTTO Thüringen,3,0,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Stautz Antonia,Speech Symone,Ruddins Lindsey,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,-,-,,Müller Sabrina,Meis Lisanne,Boom Dagmar,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,Jaksetic Vedrana,-,-,-,-,Harbin Danielle
364,2020/12/19,2065.0,2020/2021,F,Ladies in Black Aachen,NawaRo Straubing,3,0,Hindriksen Mareike,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Löcker Maja,Herelova Nina,Cesar Annie,-,-,,Oiwoh Noemi Laureen,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,Provaroni Claudia
365,2019/12/21,2062.0,2019/2020,F,Ladies in Black Aachen,Rote Raben Vilsbiburg,1,3,Agbortabi Vanessa,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,-,-,-,,Nagy Eszter,Möller Onno,Glaab Corina,Scholten Iris,Valdez Pol Nelmaira Carol,Schoot Myrthe Mathilde,Bock Josepha,Ortiz Ruiz Neira Marina,Taylor Nikki Leialoha,Guilliams Jodie,Hötschl Paula,Hernandez Ramos Alba R,-,-,Przybylak Daria
366,2020/11/21,2039.0,2020/2021,F,SSC Palmberg Schwerin,VC Wiesbaden,2,3,Szakmáry Greta,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,-,-,,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,Hötschl Paula,-,-,-,-,-,Wong-Orantes Justine
367,2020/10/17,1004.0,2020/2021,M,BERLIN RECYCLING Volleys,SWD powervolleys DÜREN,3,0,Kowalski Adam,Moraes Davy,Michelucci Renan,Grankin Sergey,Baghdady Robin,Brehme Anton,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Carbonera Éder,-,,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,Deshane Jordan,-,Batanov Ivan
368,2020/11/14,2035.0,2020/2021,F,Allianz MTV Stuttgart,NawaRo Straubing,3,0,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Grundt Lena,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,-,,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,-,-,-,-,-,-,-,Provaroni Claudia
369,2020/12/05,2052.0,2020/2021,F,Allianz MTV Stuttgart,Schwarz-Weiß Erfurt,3,1,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,-,-,,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Merte Franca,Cole Madelyn,-,-,-,Palmer Madeline
370,2019/11/30,1052.0,2019/2020,M,WWK Volleys Herrsching,VfB Friedrichshafen,3,2,Ilic Dorde,Stöhr Tim,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Engelmann Linus,Mantha Jori Alexander,Penrose Jalen,-,-,-,,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Steuerwald Markus,Gjorgiev Nikola,Schmidt Brendan,-,-,-,Worsley Joseph
371,2019/10/23,2018.0,2019/2020,F,NawaRo Straubing,Allianz MTV Stuttgart,0,3,Steen Knudsen Ragni,Stöhr Tim,Morgenroth Paula,Lovo Steinsvag Oda,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,-,-,-,-,-,,No Match,Lohuis Juliët,No Match,Cesar Annie,No Match,Rosenthal Jenna,Jegdic Aleksandra,No Match,Rivers Krystal,Janiska Jennifer,Berger Lara,No Match,-,-,Koskelo Roosa
372,2020/02/26,2114.0,2019/2020,F,SC Potsdam,Schwarz-Weiß Erfurt,3,0,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,-,-,,Pickrell Cassidy,Amaro Halli,Reinisch Paula,Krause Sabrina,Petter Michelle,Röling Jan,Lenz Sindy,Stauß Mia Anna,Brisebois Danielle,Maase Rica,Pettke Jennifer,Flory Lindsay,Dapic Barbara,-,Sagardia Clarisa
